,job_title,company_name,area,city,country,job_type,job_state,exp_level,exp_years,job_category,skills,posted
3813,Data Entry Associate (Entry Level -Work From Home),Freedom Cleaning and Carpentry,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,,Customer Service/Support,Administration Microsoft Office Admin Typing Customer Service Microsoft Excel,28 days ago
3814,Data Entry - Work From Home (Part Time Role),"Prax Worldwide Media, Marketing, and Promotions",Not mentioned,Al Rayyan,Qatar ,Full Time,Not Mentioned,Not specified,,Administration,Administration Microsoft Office Customer Service Admin Customer Care Customer Support,15 days ago
3815,Remote Work for Data Entry Clerk (Part Time),Date Tracking AB,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,,Analyst/Research,Data Entry Microsoft Office Typing Admin Microsoft Excel Startup,28 days ago
3816,Senior UIUX Designer,Easy Cash,Heliopolis,Cairo,Egypt ,Full Time,Not Mentioned,Experienced,4 - 6 Yrs of Exp,Creative/Design/Art,Adobe Photoshop Adobe XD Computer Science Design Development illustrator Information Technology (IT),2 months ago
3817,Senior Business Market Research Lead,MENA INTEL,Nasr City,Cairo,Egypt ,Full Time,Not Mentioned,Manager,2 - 5 Yrs of Exp,Marketing/PR/Advertising,Communication skills Telesales Social Media Market Research Research Analysis Customer Support Call Center,2 months ago
3818,Data Entry Representatives (Work From Home),"Prax Worldwide Media, Marketing, and Promotions",Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,,Customer Service/Support,Administration Microsoft Office Admin Typing Customer Service Microsoft Excel,16 days ago
3819,Continuous Control Monitoring Assistant Manager,stc,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Manager,,IT/Software Development,engineering information technology (it) computer science accounting finance management,4 days ago
3820,Balance Reconciliation Assistant Manager,stc,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,,Human Resources,finance financial analysis financial management management cma tax,4 days ago
3821,Java PM,Virtusa,Not mentioned,Doha,Qatar ,Full Time,Not Mentioned,Experienced,,IT/Software Development,Computer Science ElasticSearch Git HTML5 Information Technology (IT) JSON,23 days ago
3822,Data Entry Clerk (Work-From Home),MLKA photography,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,,Customer Service/Support,Administration Microsoft Office Admin Typing Customer Service Microsoft Excel,29 days ago
3823,VIBES/SCADA/BPI Systems operator I,Vanderlande,Not mentioned,Makkah,Saudi Arabia ,Full Time,Not Mentioned,Not specified,,Tourism/Travel,bpi bhs scheduling,5 days ago
3824,Private Tutor,Filo,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Entry Level,,Engineering - Telecom/Technology,teaching lecturer computer science english communication management,29 days ago
3825,Data Entry - Remote Work From Home,BigLeapGPS,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,,Administration,Administration Microsoft Office Customer Service Admin Customer Care Customer Support,17 days ago
3826,Remote Online Data Entry Clerk (Entry Level),"The Travel Service, LLC",Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,,Analyst/Research,Data Entry Microsoft Office Typing Admin Microsoft Excel Startup,29 days ago
3827,Remote Work for Data Entry Clerk (Part Time),Futuresafe Planning Ltd,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,,Analyst/Research,Data Entry Microsoft Office Typing Admin Microsoft Excel Startup,29 days ago
3828,German Menu Transcriber,Woflow,Baris,New Valley,Egypt ,Full Time,Not Mentioned,Entry Level,,Quality,English Teaching detailed oriented organized Dutch Quality Assurance,2 months ago
3829,Remote Data Entry Operator (Part Time Role),MLKA photography,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,,Customer Service/Support,Data Entry Microsoft Office Admin Assist Call Center Communication Skills Computer Skills,24 days ago
3830,Data Entry Clerk (Remote Work) - Immediate,MLKA photography,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,,Customer Service/Support,Administration Microsoft Office Admin Typing Customer Service Microsoft Excel,24 days ago
3831,Saudi Arabia: Accountant,Helmerich & Payne,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,,Sales/Retail,Engineering Information Technology (IT) Computer Science Sales Skills Indoor Sales Microsoft Office,7 days ago
3832,Entry Level Data Entry Clerk - Work From Home,GE-V,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,,Customer Service/Support,Administration Microsoft Office Admin Typing Customer Service Microsoft Excel,17 days ago
3833,Remote Work for Data Entry Clerk,Envirogent,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,,Analyst/Research,Data Entry Microsoft Office Typing Admin Microsoft Excel Startup,18 days ago
3834,Front Desk Supervisor,M Hotel Al Dana Makkah By Millennium,Not mentioned,Makkah,Saudi Arabia ,Full Time,Not Mentioned,Experienced,,Customer Service/Support,Office Management Front Desk Microsoft Office Admin Customer Service Secretary,24 days ago
3835,Work Remotely - Data Entry Associate,Envirogent,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,,Operations/Management,Customer Support English Management Arabic Computer Science E-commerce,18 days ago
3836,Simple Data Entry Jobs  - Work From Home,Envirogent,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,,Customer Service/Support,Administration Microsoft Office Admin Typing Customer Service Microsoft Excel,18 days ago
3837,Needed - Data Entry Reps Working Remotely,GE-V,Not mentioned,Al Rayyan,Qatar ,Full Time,Not Mentioned,Not specified,,Medical/Healthcare,Special Needs Education Microsoft Office Management Teaching Training,9 days ago
3838,Work From Home - Data Entry Clerk,GE-V,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,,Customer Service/Support,English Customer Care Customer Support Call Center Marketing Startup,9 days ago
3839,Accurate Data Entry Specialist - Work From Home,GE-V,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,,Customer Service/Support,Administration Microsoft Office Admin Typing Computer Skills Customer Service,9 days ago
3840,Remote Work for Data Entry Clerk (Part Time),Die Lachswerkstatt,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,,Analyst/Research,Data Entry Microsoft Office Typing Admin Microsoft Excel Startup,25 days ago
3841,Remote Work for Data Entry Clerk (Part Time),MRPR Aps V/Brasserie Mundgott,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,,Analyst/Research,Data Entry Microsoft Office Typing Admin Microsoft Excel Startup,1 month ago
3842,Data Entry Clerk - Work From Anywhere,Constructive Consultants,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,,Customer Service/Support,Administration Microsoft Office Admin Typing Customer Service Microsoft Excel,1 month ago
3843,Work Remotely - Data Entry Associate,"Prax Worldwide Media, Marketing, and Promotions",Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,,Operations/Management,Customer Support English Management Arabic Computer Science E-commerce,10 days ago
3844,Draftsman,Xad Technologies,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,,Creative/Design/Art,Design Engineering Revit Mechanical Engineering Draftsman Architecture,11 days ago
3845,Data Entry Jobs - Remote Work (Entry Level),Progressive Solar Heating ltd,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,,Administration,Administration Microsoft Office Customer Service Admin Customer Care Customer Support,25 days ago
3846,Entry-Level Data Entry Clerk (Part-Time) Remote,Envirogent,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,,Customer Service/Support,Administration Microsoft Office Admin Typing Customer Service Microsoft Excel,11 days ago
3847,90% Gross paid to ALL OWNER OPERATORS,RecruitRookie,Not mentioned,Al Rayyan,Qatar ,Full Time,Not Mentioned,Senior Management,,IT/Software Development,sales accounting automotive,25 days ago
3848,Sales Representative - Dental Loupes,LAMA Medical,Maadi,Cairo,Egypt ,Full Time,Not Mentioned,Experienced,,Medical/Healthcare,Sales Target Sales Medical Sales Outdoor Sales Medical Devices Sales Medical background,2 months ago
3849,Admin Data Entry Assistant - Work From Home,Steady State Sports,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,,Customer Service/Support,Data Entry Microsoft Office Admin Assistant Office Management Secretary Admin,12 days ago
3850,Hostess | Waitress | Admin | Experience Learning,Octa Consult,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,,IT/Software Development,admin microsoft office office management customer service operations communication skills,12 days ago
3851,Administrative Assistant/Customer Service Representative,Intoude Foundation Too,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,,Customer Service/Support,Customer Support Customer Care Call Center Communication Skills Microsoft Office Computer Skills,20 days ago
3852,Commissioning Engineer,avua,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,,Engineering - Telecom/Technology,Commissioning Engineering Mechanical Engineering Testing AutoCAD BOQ,26 days ago
3853,Cost Controller,avua,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Not specified,,Engineering - Construction/Civil/Architecture,Engineering Accounting Finance Civil Engineering Project Management Construction,26 days ago
3854,Senior Consultant,Huxley,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,,Sales/Retail,Sales Skills Real Estate Sales Target Information Technology (IT) Customer Service Computer Science,13 days ago
3855,Data Entry Operator (Immediate Need),"Prax Worldwide Media, Marketing, and Promotions",Not mentioned,Riyadh,Saudi Arabia ,Full Time,On-site,Not specified,,Customer Service/Support,Administration Microsoft Office Admin Typing Customer Service Microsoft Excel,13 days ago
3856,Senior Network Engineer,Easy Cash,Heliopolis,Cairo,Egypt ,Full Time,On-site,Experienced,4 - 7 Yrs of Exp,IT/Software Development,Network Infrastructure Microtek Cisco Routers,2 months ago
3857,Product Innovation Manager,National Aquaculture Group | NAQUA,Not mentioned,Makkah,Saudi Arabia ,Full Time,On-site,Experienced,,Marketing/PR/Advertising,Marketing Sales Information Technology (IT) Computer Science Market Research Project Management,14 days ago
3858,Fleet Supervisor,Ramtrade,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Logistics/Supply Chain,Fleet Maintenance,2 months ago
3859,Data Entry Clerks - Work From Home,Steady State Sports,Not mentioned,Riyadh,Saudi Arabia ,Full Time,On-site,Not specified,,Customer Service/Support,Administration Microsoft Office Admin Typing Customer Service Microsoft Excel,14 days ago
3860,Remote Data Entry Clerks - Entry Level,Steady State Sports,Not mentioned,Dubai,United Arab Emirates ,Full Time,On-site,Not specified,,Analyst/Research,Data Entry Microsoft Office Typing Admin Microsoft Excel Startup,14 days ago
3861,Accurate Data Entry Specialist - Work From Home,Steady State Sports,Not mentioned,Dubai,United Arab Emirates ,Full Time,On-site,Not specified,,Customer Service/Support,Administration Microsoft Office Admin Typing Computer Skills Customer Service,14 days ago
3862,Associate Consultant,Mustashar Accelerator,Not mentioned,Riyadh,Saudi Arabia ,Full Time,On-site,Entry Level,,IT/Software Development,Information Technology (IT) Accounting Finance Microsoft Office Tax Commerce,27 days ago
3863,3D Character Animator,Truelancer.com,Not mentioned,Riyadh,Saudi Arabia ,Full Time,On-site,Entry Level,,IT/Software Development,Design Adobe Illustrator Animation Graphic Design 3D Adobe After Effects,27 days ago
3864,Entry Level Data Entry Clerk - Remote Jobs,GE-V,Not mentioned,Riyadh,Saudi Arabia ,Full Time,On-site,Not specified,,Customer Service/Support,Administration Microsoft Office Admin Typing Customer Service Microsoft Excel,15 days ago
3865,Remote Work for Data Entry Clerk (Part Time),Networkyourstock.com,Not mentioned,Makkah,Saudi Arabia ,Full Time,On-site,Entry Level,,Analyst/Research,Data Entry Microsoft Office Typing Admin Microsoft Excel Startup,27 days ago
3866,Data Entry Jobs - Remote Work (Entry Level),Spinova,Not mentioned,Dubai,United Arab Emirates ,Full Time,On-site,Not specified,,Administration,Administration Microsoft Office Customer Service Admin Customer Care Customer Support,27 days ago
3867,Group Quality Audit Manager,Almarai,Not mentioned,Riyadh,Saudi Arabia ,Full Time,On-site,Experienced,,IT/Software Development,quality assurance quality control quality management sales qa,23 hours ago
3868,Electrical Technician,SAUDIBIO,Not mentioned,Riyadh,Saudi Arabia ,Full Time,On-site,Entry Level,,IT/Software Development,Technician Computer Skills Electric Power Measurement Electrical Engineering Electricity Engineering,2 days ago
3869,Front Desk Agent,Millennium Plaza Downtown Hotel,Not mentioned,Dubai,United Arab Emirates ,Full Time,On-site,Entry Level,,Customer Service/Support,Office Management Front Desk Microsoft Office Admin Customer Service Secretary,2 days ago
3870,Administrative Assistant/Customer Service Representative,Voli_Agency _LLC,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Hybrid,Entry Level,,Customer Service/Support,Customer Support Customer Care Call Center Communication Skills Microsoft Office Computer Skills,22 days ago
3871,Associate Manager Customer Support,RISEUP (Endemag for Administrative Skills Development),Not mentioned,Giza,Egypt ,Full Time,Hybrid,Manager,10 - 12 Yrs of Exp,Customer Service/Support,Customer Support Customer Service Technical Support,1 month ago
3872,"Data Entry Job - Remote, Part-Time/Full-Time",World Domination Online Interactive Media Entertainment Studio,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Hybrid,Not specified,,Administration,Administration Microsoft Office Customer Service Admin Customer Care Customer Support,22 days ago
3873,Service Sales Specialist (f/m/x),Anton Paar,Not mentioned,Dubai,United Arab Emirates ,Full Time,Hybrid,Entry Level,,Customer Service/Support,Sales Skills Sales Target Customer Service Customer Support Customer Care Real Estate,22 days ago
3874,"Data Entry Job - Remote, Part-Time/Full-Time",Mallorca Shipping & Handling,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Hybrid,Not specified,,Administration,Administration Microsoft Office Customer Service Admin Customer Care Customer Support,22 days ago
