company_name,area,city,country,job_type,job_state,exp_level,job_category,programming_languages,frameworks,Number of Experience Year,posting_date
Boysen Egypt,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Quality Assurance,['r'],not found,4.0,2024-07-15
Confidential,Not mentioned,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,17.0,2024-07-21
In House,Mohandessin,Giza,Egypt,Full Time,On-site,Experienced,Finance and Accounting,['r'],not found,6.0,2024-07-03
Al Ahly Medical Company,Mokattam,Cairo,Egypt,Full Time,On-site,Experienced,Finance and Accounting,others,not found,3.0,2024-07-10
RedSeaPipes ,6th of October,Giza,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,6.0,2024-07-03
Al-Nasser ,6th of October,Giza,Egypt,Full Time,On-site,Experienced,AI and Machine Learning,['r'],not found,4.0,2024-07-03
Confidential,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Finance and Accounting,['r'],not found,3.0,2024-07-03
Zain International Group,Sheraton,Cairo,Egypt,Full Time,On-site,Entry Level,Finance and Accounting,others,not found,3.0,2024-07-03
CarsXE,Washington,D.C.,United States,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,4.443075898801598,2024-07-04
Pharos University in Alexandria,Smouha,Alexandria,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,12.0,2024-07-03
Outservingplus,Not mentioned,Giza,Egypt,Full Time,On-site,Experienced,IT Professional,['r'],not found,4.0,2024-07-03
Confidential,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,AI and Machine Learning,['r'],not found,5.0,2024-07-03
Spectrum Engineering ,6th of October,Giza,Egypt,Full Time,On-site,Experienced,IT Professional,['r'],not found,5.0,2024-07-03
Lasirena Group,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,3.0,2024-08-02
PACK ‘N’ MOVE LOGISTICS ,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,4.443075898801598,2024-08-01
Raafat Miller Consulting,Dokki,Giza,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,10.0,2024-07-31
Clinique Du Caire ,Mohandessin,Giza,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,2.0,2024-07-03
GOGLAM,Not mentioned,Riyadh,Saudi Arabia,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,4.0,2024-07-03
Confidential,Cleopatra,Alexandria,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,4.0,2024-07-29
Confidential,Dokki,Giza,Egypt,Full Time,On-site,Manager,Management and Leadership,others,not found,9.0,2024-07-03
The Address Investments for Real Estate Consultancy,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,4.0,2024-07-16
BBI-Consultancy,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Data Science and Analytics,"['python', 'r']",not found,4.443075898801598,2024-07-16
Square,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,6.0,2024-07-03
Modoro,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Management and Leadership,others,not found,4.0,2024-07-16
Al Ahly Momkn for e-payment,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Senior Software Engineering,['r'],['angular'],4.0,2024-07-11
ARC Technologies,Nasr City,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,6.0,2024-07-09
Smart Line,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,3.0,2024-07-16
Just HR,Nasr City,Cairo,Egypt,Full Time,On-site,Manager,Other,['r'],not found,8.0,2024-07-29
Confidential,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Finance and Accounting,others,not found,7.0,2024-07-03
Safa Soft,Not mentioned,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,4.443075898801598,2024-07-05
Paradigm Cargo,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,5.0,2024-07-18
Mountain View,New Cairo,Cairo,Egypt,Full Time,On-site,Entry Level,Finance and Accounting,['r'],not found,1.0,2024-07-03
Lemonspaces,Downtown,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,3.0,2024-07-08
HITS Solutions,Nasr City,Cairo,Egypt,Full Time,On-site,Entry Level,HR Professional,['r'],not found,2.0,2024-07-08
Sinamix,10th of Ramadan City,Sharqia,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,3.0,2024-07-16
Tiger Med For Medical Agencies,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,6.0,2024-07-17
Confidential,Obour City,Cairo,Egypt,Full Time,On-site,Experienced,Finance and Accounting,others,not found,4.0,2024-07-17
Al Hayat Capital,Mokattam,Cairo,Egypt,Full Time,On-site,Entry Level,Sales and Marketing,['r'],not found,3.0,2024-07-04
Minta For Trading & Agencies,Not mentioned,Giza,Egypt,Full Time,On-site,Experienced,Public Relations,['r'],not found,3.0,2024-08-01
Confidential,Hadayek Alahram,Giza,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,1.0,2024-06-03
Teleperformance,Katameya,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,3.0,2024-08-01
Confidential,Downtown,Cairo,Egypt,Full Time,On-site,Experienced,AI and Machine Learning,['r'],not found,12.0,2024-07-31
Teleperformance,Katameya,Cairo,Egypt,Full Time,On-site,Experienced,Cybersecurity,['r'],not found,3.0,2024-07-31
MusiQ,Zamalek,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,2.0,2024-08-02
Confidential,Salam City,Cairo,Egypt,Full Time,On-site,Entry Level,Sales and Marketing,['r'],not found,1.0,2024-07-03
KIG Konnice,10th of Ramadan City,Sharqia,Egypt,Full Time,On-site,Experienced,Production and Manufacturing,['r'],not found,1.0,2024-06-03
Datum International Data Systems ,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-29
Soul interior ,Downtown,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,7.0,2024-07-22
Confidential,Maadi,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,6.0,2024-07-11
Square,Not mentioned,Jeddah,Saudi Arabia,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,4.0,2024-07-03
Confidential,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,4.0,2024-07-15
Elwan For Ceramic and Porcelain,Sheikh Zayed,Giza,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,3.0,2024-06-03
blackcat media,Hadayek Alahram,Giza,Egypt,Full Time,On-site,Senior Management,Design and Creative,['r'],not found,3.0,2024-06-03
Wham Clinics ,Sheikh Zayed,Giza,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,4.0,2024-07-03
Confidential,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Finance and Accounting,others,not found,12.0,2024-07-03
Confidential,Not mentioned,Jeddah,Saudi Arabia,Full Time,On-site,Experienced,Management and Leadership,others,not found,2.0,2024-07-03
Confidential,Smouha,Alexandria,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,6.0,2024-07-03
PACK ‘N’ MOVE LOGISTICS ,Heliopolis,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,others,not found,4.443075898801598,2024-08-01
Glamour Export ,Heliopolis,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,6.0,2024-07-31
Al Ola steel Group,Not mentioned,Giza,Egypt,Full Time,On-site,Manager,AI and Machine Learning,['r'],not found,15.0,2024-07-31
Rehletk,Dokki,Giza,Egypt,Full Time,On-site,Manager,Public Relations,['r'],not found,11.0,2024-07-31
Univest,Giza,Giza,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,2.0,2024-07-31
Confidential,Not mentioned,Alexandria,Egypt,Full Time,On-site,Experienced,Finance and Accounting,['r'],not found,4.443075898801598,2024-07-30
EGYGAB Developments,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,8.0,2024-07-10
Cultiv,Heliopolis,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,6.0,2024-07-10
Confidential,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-24
Modern Interiors Design – Construction,Mohandessin,Giza,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,5.0,2024-07-10
Confidential,Not mentioned,Alexandria,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,1.0,2024-07-23
Acacia for engineering services,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,5.0,2024-07-27
EFS,New Cairo,Cairo,Egypt,Full Time,On-site,Entry Level,IT Professional,['r'],not found,1.0,2024-07-03
Vital Konzept,Maadi,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,7.0,2024-07-16
NTS Group,Luxor,Luxor,Egypt,Full Time,On-site,Manager,Management and Leadership,others,not found,4.443075898801598,2024-07-03
International Medical Service Center,Manial,Cairo,Egypt,Full Time,On-site,Experienced,Finance and Accounting,others,not found,4.0,2024-07-22
Confidential,Not mentioned,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,others,not found,17.0,2024-07-09
Alexandria For Programming,Bolkly,Alexandria,Egypt,Part Time,On-site,Entry Level,Public Relations,['r'],not found,11.0,2024-07-07
Marmonil Marble & Granite,New Cairo,Cairo,Egypt,Part Time,On-site,Experienced,Other,['r'],not found,4.0,2024-06-03
SHM Industries,Obour City,Cairo,Egypt,Part Time,On-site,Experienced,Customer Service,['r'],not found,2.0,2024-06-03
GTCI Constructors ,Heliopolis,Cairo,Egypt,Part Time,On-site,Experienced,Public Relations,['r'],not found,6.0,2024-06-03
Confidential,Obour City,Cairo,Egypt,Part Time,On-site,Experienced,Finance and Accounting,others,not found,4.443075898801598,2024-07-03
Confidential,Not mentioned,Cairo,Egypt,Part Time,On-site,Experienced,Other,"['r', 'html', 'css']",['laravel'],4.443075898801598,2024-07-15
Burger King,Not mentioned,Cairo,Egypt,Part Time,On-site,Experienced,Design and Creative,others,not found,3.0,2024-07-17
Elwaa Eltebby Pharmacy,Mohandessin,Giza,Egypt,Part Time,On-site,Entry Level,Design and Creative,['r'],not found,2.0,2024-07-15
Egyptian Company for Cosmetics,Gamasa,Dakahlia,Egypt,Part Time,On-site,Manager,Management and Leadership,others,not found,4.443075898801598,2024-07-17
Confidential,New Cairo,Cairo,Egypt,Part Time,On-site,Manager,Management and Leadership,['r'],not found,6.0,2024-07-31
TRAVCO GROUP,Sheikh Zayed,Giza,Egypt,Part Time,On-site,Experienced,Design and Creative,['r'],not found,10.0,2024-06-03
Track Telecom,Not mentioned,Giza,Egypt,Part Time,On-site,Experienced,Other,['r'],not found,4.443075898801598,2024-07-10
Nacita,Not mentioned,Giza,Egypt,Part Time,On-site,Experienced,Cybersecurity,['r'],not found,5.0,2024-07-29
OPPO Egypt ,10th of Ramadan City,Sharqia,Egypt,Part Time,On-site,Experienced,Other,['r'],not found,2.0,2024-07-03
INNOVATIVE CONSULTING PARTNERS,Nasr City,Cairo,Egypt,Part Time,On-site,Experienced,Sales and Marketing,['r'],not found,3.0,2024-07-22
Benaa the team,Sohag,Sohag,Egypt,Full Time,Hybrid,Entry Level,Real Estate,['r'],not found,2.0,2024-06-03
Exco Egypt,Nasr City,Cairo,Egypt,Full Time,Hybrid,Experienced,Software Engineering,['r'],not found,4.443075898801598,2024-07-28
Benaa the team,Menia,Minya,Egypt,Full Time,Hybrid,Entry Level,Real Estate,['r'],not found,2.0,2024-06-03
Atlobha,Not mentioned,Riyadh,Saudi Arabia,Full Time,Hybrid,Experienced,Design and Creative,['r'],not found,4.443075898801598,2024-07-19
Confidential,Heliopolis,Cairo,Egypt,Full Time,Hybrid,Entry Level,Sales and Marketing,['r'],not found,2.0,2024-06-03
compudata center,Heliopolis,Cairo,Egypt,Full Time,Hybrid,Entry Level,AI and Machine Learning,['r'],not found,4.443075898801598,2024-07-14
idaco,Giza,Giza,Egypt,Full Time,Hybrid,Experienced,Other,['r'],not found,4.0,2024-07-19
TECTRA,Sheikh Zayed,Giza,Egypt,Full Time,Hybrid,Manager,IT Professional,['r'],not found,8.0,2024-07-16
UGI-EPC,6th of October,Giza,Egypt,Full Time,Hybrid,Experienced,IT Professional,['r'],not found,2.0,2024-07-16
The Translation Gate,Maadi,Cairo,Egypt,Full Time,Hybrid,Experienced,Management and Leadership,others,not found,1.0,2024-07-03
Zamil Steel Buildings Co,Maadi,Cairo,Egypt,Full Time,Hybrid,Experienced,Other,['r'],not found,6.0,2024-07-03
Zeta Pharma,Not mentioned,Cairo,Egypt,Full Time,Hybrid,Experienced,AI and Machine Learning,['r'],not found,2.0,2024-07-04
Mokhtalef,Hurghada,Red Sea,Egypt,Full Time,Hybrid,Experienced,Finance and Accounting,['r'],not found,10.0,2024-07-03
Capital Link Developments,New Cairo,Cairo,Egypt,Full Time,Hybrid,Experienced,Other,['r'],not found,9.0,2024-07-11
Allamna Integrated Solutions,Nasr City,Cairo,Egypt,Full Time,Hybrid,Entry Level,Public Relations,['r'],not found,0.0,2024-07-09
Elsewedy industries,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,2.0,2024-07-09
Kreemers,New Cairo,Cairo,Egypt,Full Time,On-site,Entry Level,Sales and Marketing,['r'],not found,3.0,2024-06-03
Keel Digital,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,IT Professional,['r'],not found,4.0,2024-08-02
PACK ‘N’ MOVE LOGISTICS ,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,Public Relations,['r'],not found,4.443075898801598,2024-08-01
Rehletk,Dokki,Giza,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,9.0,2024-07-31
SHM Industries,Obour City,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,6.0,2024-07-03
AL-Ahram Group,Badr City,Cairo,Egypt,Full Time,On-site,Entry Level,Finance and Accounting,others,not found,2.0,2024-07-15
3Brothers,10th of Ramadan City,Cairo,Egypt,Full Time,On-site,Entry Level,Research and Development,['r'],not found,1.0,2024-07-30
Wakeb Data,Mohandessin,Giza,Egypt,Full Time,On-site,Experienced,Other,others,not found,4.0,2024-07-05
TDF Plus,Zamalek,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,3.0,2024-07-29
Alarabia Group,Not mentioned,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,12.0,2024-07-15
iDental Clinic,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,8.0,2024-07-18
Confidential,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,7.0,2024-07-24
Elsewedy industries,10th of Ramadan City,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-24
GLC Paints,Obour City,Cairo,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,4.443075898801598,2024-07-08
Confidential,Not mentioned,Alexandria,Egypt,Full Time,On-site,Manager,HR Professional,['r'],not found,4.0,2024-06-03
ComeX Engineering Company,6th of October,Giza,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,17.0,2024-06-03
Tawasoa Factoring,Sheraton,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,others,not found,1.0,2024-07-03
Trax Group,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,4.0,2024-07-14
GPS,Heliopolis,Cairo,Egypt,Full Time,On-site,Experienced,Customer Service,"['sql', 'r']",not found,6.0,2024-07-23
Confidential,10th of Ramadan City,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,7.0,2024-07-03
Cairo Three A  for International Industries.,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-07-08
Confidential,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Management and Leadership,['r'],not found,4.0,2024-07-25
Confidential,New Cairo,Cairo,Egypt,Full Time,On-site,Experienced,Software Engineering,"['python', 'sql', 'r']",not found,4.0,2024-06-03
Cosmos,Sheraton,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,4.0,2024-06-03
Adcon construction,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,5.0,2024-07-18
Confidential,Hadayek Alahram,Giza,Egypt,Full Time,On-site,Experienced,Design and Creative,['r'],not found,1.0,2024-06-03
Acacia for engineering services,New Cairo,Cairo,Egypt,Full Time,On-site,Entry Level,Other,['r'],not found,2.0,2024-06-03
AlGammal Contracting,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,4.443075898801598,2024-07-09
ElTarek Group,Not mentioned,Giza,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,3.0,2024-06-03
Confidential,Qantara Gharb,Ismailia,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,5.0,2024-07-03
Confidential,Heliopolis,Cairo,Egypt,Full Time,On-site,Manager,AI and Machine Learning,['r'],not found,11.0,2024-06-03
Magic Desing,Nasr City,Cairo,Egypt,Full Time,On-site,Entry Level,Design and Creative,['r'],not found,2.0,2024-07-03
Egypt University of Informatics (EUI),New Capital,Cairo,Egypt,Full Time,On-site,Experienced,Other,others,not found,3.0,2024-07-17
Medmark Insurance Brokerage,Agouza,Giza,Egypt,Full Time,On-site,Experienced,Software Engineering,"['java', 'html', 'css', 'java']",not found,1.0,2024-07-30
Egypt Gold ,Heliopolis,Cairo,Egypt,Full Time,On-site,Entry Level,Software Engineering,['r'],not found,2.0,2024-07-30
Crystal Mind,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Customer Service,['r'],not found,3.0,2024-07-30
Fine Hygienic Holding,6th of October,Giza,Egypt,Full Time,On-site,Experienced,Administrative,['r'],not found,2.0,2024-07-15
"The Micro, Small & Medium Enterprise Development Agency ",Dokki,Giza,Egypt,Full Time,On-site,Student,Internship,['r'],not found,4.443075898801598,2024-07-29
Confidential,Not mentioned,Cairo,Egypt,Full Time,On-site,Manager,Management and Leadership,['r'],not found,8.0,2024-07-05
Global Brands,New Cairo,Cairo,Egypt,Full Time,On-site,Entry Level,Internship,['r'],not found,4.443075898801598,2024-07-22
Crete Solutions ,Nasr City,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,['r'],not found,4.0,2024-07-25
Maison de Maa,Not mentioned,Cairo,Egypt,Full Time,On-site,Experienced,Sales and Marketing,others,not found,3.0,2024-07-22
Smart Window,New Damietta,Damietta,Egypt,Full Time,On-site,Experienced,Other,['r'],not found,6.0,2024-07-03
Ble,Obour City,Cairo,Egypt,Full Time,On-site,Experienced,Finance and Accounting,['r'],not found,2.0,2024-07-03
Hanimex,New Cairo,Cairo,Egypt,Full Time,Hybrid,Experienced,Sales and Marketing,['r'],not found,4.0,2024-06-03
Dimofinf Operations Center,Nasr City,Cairo,Egypt,Full Time,Hybrid,Experienced,Design and Creative,"['java', 'javascript', 'r', 'html', 'java']",not found,4.0,2024-07-29
